Module,Group1,Group2,Group3,Item,Group1Key,Group2Key,Group3Key,ItemKey
"販売とマーケティング","照会およびレポート","販売統計","","請求書ごとの販売分析","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesStatistics""]","","請求書ごとの販売分析"
"販売とマーケティング","照会およびレポート","販売パフォーマンスの分析","","販売と収益性のパフォーマンス","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports""]","[""mainmenu"",""SalesAndMarketing"",""InquiriesAndReports"",""SalesPerformanceAnalysis""]","","販売と収益性のパフォーマンス"
"販売とマーケティング","定期処理のタスク","","","ナレッジ記事","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","","","ナレッジ記事"
"販売とマーケティング","定期処理のタスク","","","売上目標の更新","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","","","売上目標の更新"
"販売とマーケティング","定期処理のタスク","メーリング","","メーリング ファイルの作成","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""Mailings""]","","メーリング ファイルの作成"
"販売とマーケティング","定期処理のタスク","メーリング","","メーリングの生成","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""Mailings""]","","メーリングの生成"
"販売とマーケティング","定期処理のタスク","メーリング","","メーリング","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""Mailings""]","","メーリング"
"販売とマーケティング","定期処理のタスク","メーリング","","電子メールの配信","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""Mailings""]","","電子メールの配信"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","販売注文の削除","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","販売注文の削除"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","見積の削除","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","見積の削除"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","返品注文の削除","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","返品注文の削除"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","販売更新履歴のクリーンアップ","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","販売更新履歴のクリーンアップ"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","注文イベントのクリーンアップ","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","注文イベントのクリーンアップ"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","販売注文明細行を手動で修正する","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","販売注文明細行を手動で修正する"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","販売注文への請求仕訳帳リンクの修正","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","販売注文への請求仕訳帳リンクの修正"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","見積もり請求書を手動で削除する","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","見積もり請求書を手動で削除する"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","販売合計の計算","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","販売合計の計算"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","Sales 向けの販売注文の合計を計算する","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","Sales 向けの販売注文の合計を計算する"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","Sales 向けの販売見積の合計を計算する","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","Sales 向けの販売見積の合計を計算する"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","Dynamics 365 Sales の統合のメッセージ プロセッサ","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","Dynamics 365 Sales の統合のメッセージ プロセッサ"
"販売とマーケティング","定期処理のタスク","クリーンアップ","","承認済み控除の決済","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks""]","[""mainmenu"",""SalesAndMarketing"",""PeriodicTasks"",""CleanUp""]","","承認済み控除の決済"
"販売とマーケティング","設定","","","販売とマーケティング パラメーター","[""mainmenu"",""SalesAndMarketing"",""Setup""]","","","販売とマーケティング パラメーター"
"販売とマーケティング","設定","","","販売およびマーケティング ワークフロー","[""mainmenu"",""SalesAndMarketing"",""Setup""]","","","販売およびマーケティング ワークフロー"
"販売とマーケティング","設定","販売管理","","ソース タイプ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesManagement""]","","ソース タイプ"
"販売とマーケティング","設定","販売管理","","販売単位/チーム","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesManagement""]","","販売単位/チーム"
"販売とマーケティング","設定","販売管理","","職責","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesManagement""]","","職責"
"販売とマーケティング","設定","承認された顧客のリスト","","承認された顧客リストの設定","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""QMSACLMenu""]","","承認された顧客リストの設定"
"販売とマーケティング","設定","承認された顧客のリスト","","承認された顧客のグループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""QMSACLMenu""]","","承認された顧客のグループ"
"販売とマーケティング","設定","活動","","活動フェーズ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Activities""]","","活動フェーズ"
"販売とマーケティング","設定","活動","","活動計画","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Activities""]","","活動計画"
"販売とマーケティング","設定","活動","","活動タイプ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Activities""]","","活動タイプ"
"販売とマーケティング","設定","キャンペーン","","キャンペーン グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CampaignsSetup""]","","キャンペーン グループ"
"販売とマーケティング","設定","キャンペーン","","キャンペーン プロセス","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CampaignsSetup""]","","キャンペーン プロセス"
"販売とマーケティング","設定","キャンペーン","","キャンペーン ターゲット","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CampaignsSetup""]","","キャンペーン ターゲット"
"販売とマーケティング","設定","キャンペーン","","キャンペーン タイプ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CampaignsSetup""]","","キャンペーン タイプ"
"販売とマーケティング","設定","キャンペーン","","電子メール テンプレート","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CampaignsSetup""]","","電子メール テンプレート"
"販売とマーケティング","設定","キャンペーン","","メディアのタイプ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CampaignsSetup""]","","メディアのタイプ"
"販売とマーケティング","設定","キャンペーン","","キャンセル理由","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CampaignsSetup""]","","キャンセル理由"
"販売とマーケティング","設定","潜在顧客","","潜在顧客タイプ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""LeadsSetup""]","","潜在顧客タイプ"
"販売とマーケティング","設定","潜在顧客","","優先順位","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""LeadsSetup""]","","優先順位"
"販売とマーケティング","設定","潜在顧客","","プロセスの特定","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""LeadsSetup""]","","プロセスの特定"
"販売とマーケティング","設定","潜在顧客","","評価","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""LeadsSetup""]","","評価"
"販売とマーケティング","設定","メーリング","","電子メールのカテゴリ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""MailingsSetup""]","","電子メールのカテゴリ"
"販売とマーケティング","設定","メーリング","","電子メール グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""MailingsSetup""]","","電子メール グループ"
"販売とマーケティング","設定","メーリング","","メーリング カテゴリ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""MailingsSetup""]","","メーリング カテゴリ"
"販売とマーケティング","設定","メーリング","","メーリング項目","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""MailingsSetup""]","","メーリング項目"
"販売とマーケティング","設定","営業案件","","確度","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""OpportunitiesSetup""]","","確度"
"販売とマーケティング","設定","営業案件","","妥当性判断","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""OpportunitiesSetup""]","","妥当性判断"
"販売とマーケティング","設定","営業案件","","理由","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""OpportunitiesSetup""]","","理由"
"販売とマーケティング","設定","営業案件","","販売プロセス","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""OpportunitiesSetup""]","","販売プロセス"
"販売とマーケティング","設定","見込顧客","","業種","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","業種"
"販売とマーケティング","設定","見込顧客","","会社グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","会社グループ"
"販売とマーケティング","設定","見込顧客","","顧客グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","顧客グループ"
"販売とマーケティング","設定","見込顧客","","関係のタイプ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","関係のタイプ"
"販売とマーケティング","設定","見込顧客","","販売地域","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","販売地域"
"販売とマーケティング","設定","見込顧客","","区分","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","区分"
"販売とマーケティング","設定","見込顧客","","ステータス","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","ステータス"
"販売とマーケティング","設定","見込顧客","","小区分","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","小区分"
"販売とマーケティング","設定","見込顧客","","仕入先グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ProspectsSetup""]","","仕入先グループ"
"販売とマーケティング","設定","テレマーケティング","","キャンセル理由","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""TelemarketingSetup""]","","キャンセル理由"
"販売とマーケティング","設定","ケース","","ケース カテゴリ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Cases""]","","ケース カテゴリ"
"販売とマーケティング","設定","ケース","","ケース プロセス","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Cases""]","","ケース プロセス"
"販売とマーケティング","設定","カテゴリ","","販売カテゴリ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Categories""]","","販売カテゴリ"
"販売とマーケティング","設定","連絡先","","特徴","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","特徴"
"販売とマーケティング","設定","連絡先","","結句","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","結句"
"販売とマーケティング","設定","連絡先","","連絡担当者の肩書き","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","連絡担当者の肩書き"
"販売とマーケティング","設定","連絡先","","意思決定","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","意思決定"
"販売とマーケティング","設定","連絡先","","職務","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","職務"
"販売とマーケティング","設定","連絡先","","関心事項","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","関心事項"
"販売とマーケティング","設定","連絡先","","ロイヤルティ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","ロイヤルティ"
"販売とマーケティング","設定","連絡先","","あいさつ文","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""ContactsSetup""]","","あいさつ文"
"販売とマーケティング","設定","顧客","","顧客分類グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""CustomersSetup""]","","顧客分類グループ"
"販売とマーケティング","設定","品目","","品目リスト","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Items""]","","品目リスト"
"販売とマーケティング","設定","品目","","品目リスト生成","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Items""]","","品目リスト生成"
"販売とマーケティング","設定","品目","","外部品目説明","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Items""]","","外部品目説明"
"販売とマーケティング","設定","品目","","提供品 - 顧客グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Items""]","","提供品 - 顧客グループ"
"販売とマーケティング","設定","品目","","提供品 - 品目グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Items""]","","提供品 - 品目グループ"
"販売とマーケティング","設定","アップセル/クロスセル","","変数","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""UpsellCrosssell""]","","変数"
"販売とマーケティング","設定","アップセル/クロスセル","","条件","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""UpsellCrosssell""]","","条件"
"販売とマーケティング","設定","アップセル/クロスセル","","ルール","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""UpsellCrosssell""]","","ルール"
"販売とマーケティング","設定","配分","","配送条件","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Distribution""]","","配送条件"
"販売とマーケティング","設定","配分","","荷渡方法","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Distribution""]","","荷渡方法"
"販売とマーケティング","設定","配分","","配送の理由","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Distribution""]","","配送の理由"
"販売とマーケティング","設定","配分","","行先コード","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Distribution""]","","行先コード"
"販売とマーケティング","設定","配分","","荷姿","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Distribution""]","","荷姿"
"販売とマーケティング","設定","配分","","配送業者","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Distribution""]","","配送業者"
"販売とマーケティング","設定","配分","","急送コード","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Distribution""]","","急送コード"
"販売とマーケティング","設定","価格と割引","","価格/割引の有効化","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""PriceAndDiscount""]","","価格/割引の有効化"
"販売とマーケティング","設定","価格と割引","","スマート丸め","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""PriceAndDiscount""]","","スマート丸め"
"販売とマーケティング","設定","価格と割引","","売買契約仕訳帳名","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""PriceAndDiscount""]","","売買契約仕訳帳名"
"販売とマーケティング","設定","価格と割引","","属性ベースの価格決定詳細","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""PriceAndDiscount""]","","属性ベースの価格決定詳細"
"販売とマーケティング","設定","見積","","ドキュメントの結び","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Quotations""]","","ドキュメントの結び"
"販売とマーケティング","設定","見積","","ドキュメントの序文","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Quotations""]","","ドキュメントの序文"
"販売とマーケティング","設定","見積","","ドキュメント タイトル","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Quotations""]","","ドキュメント タイトル"
"販売とマーケティング","設定","見積","","テンプレート グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Quotations""]","","テンプレート グループ"
"販売とマーケティング","設定","見積","","タイプ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Quotations""]","","タイプ"
"販売とマーケティング","設定","販売契約書","","販売契約書の分類","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesAgreementsSetup""]","","販売契約書の分類"
"販売とマーケティング","設定","販売注文","","注文管理グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesOrdersSetup""]","","注文管理グループ"
"販売とマーケティング","設定","販売注文","","品目販売コントロール","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesOrdersSetup""]","","品目販売コントロール"
"販売とマーケティング","設定","販売注文","","販売元","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesOrdersSetup""]","","販売元"
"販売とマーケティング","設定","販売注文","","注文保留コード","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""SalesOrdersSetup""]","","注文保留コード"
"販売とマーケティング","設定","返品","","廃棄コード","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Returns""]","","廃棄コード"
"販売とマーケティング","設定","返品","","返品理由コード グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Returns""]","","返品理由コード グループ"
"販売とマーケティング","設定","返品","","返品理由コード","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Returns""]","","返品理由コード"
"販売とマーケティング","設定","取引割引","","取引割引の管理パラメーター","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""TradeAllowance""]","","取引割引の管理パラメーター"
"販売とマーケティング","設定","取引割引","","資金の用途","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""TradeAllowance""]","","資金の用途"
"販売とマーケティング","設定","取引割引","","マーケティング目標","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""TradeAllowance""]","","マーケティング目標"
"販売とマーケティング","設定","取引割引","","取引割引契約期間","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""TradeAllowance""]","","取引割引契約期間"
"販売とマーケティング","設定","取引割引","","販売促進イベント カテゴリ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""TradeAllowance""]","","販売促進イベント カテゴリ"
"販売とマーケティング","設定","取引割引","","取引割引ワークフロー","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""TradeAllowance""]","","取引割引ワークフロー"
"販売とマーケティング","設定","統計","","業種","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Statistics""]","","業種"
"販売とマーケティング","設定","統計","","統計グループ","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Statistics""]","","統計グループ"
"販売とマーケティング","設定","イベント","","注文イベント","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Events""]","","注文イベント"
"販売とマーケティング","設定","検索","","検索パラメーター","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Search""]","","検索パラメーター"
"販売とマーケティング","設定","検索","","検索基準","[""mainmenu"",""SalesAndMarketing"",""Setup""]","[""mainmenu"",""SalesAndMarketing"",""Setup"",""Search""]","","検索基準"
